Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Botswana,BWA,50.54773171,50.90763415,51.25502439,51.59341463,51.9287561,52.27253659,52.63570732,53.0282439,53.45763415,53.92787805,54.44346341,55.00841463,55.61273171,56.245,56.89473171,57.5504878,58.20431707,58.84526829,59.46029268,60.03592683,60.56563415,61.04987805,61.48609756,61.86473171,62.17070732,62.39290244,62.52617073,62.55702439,62.46402439,62.22078049,61.7615122,61.01243902,59.96226829,58.64173171,57.11290244,55.45497561,53.76402439,52.15941463,50.76239024,49.66821951,48.98258537,48.78319512,49.04378049,49.71356098,50.74636585,52.07031707,53.59368293,55.20960976,56.81946341,58.35465854,59.78092683,61.09809756,62.3472439,63.55065854,64.69439024,65.75109756
Central African Republic,CAF,36.48263415,36.89570732,37.31878049,37.76034146,38.22536585,38.72585366,39.2727561,39.86856098,40.5127561,41.20236585,41.93541463,42.70895122,43.5085122,44.31612195,45.1137561,45.88339024,46.61043902,47.28436585,47.89317073,48.42490244,48.87012195,49.22392683,49.49243902,49.67921951,49.78485366,49.80785366,49.74570732,49.60187805,49.38380488,49.09846341,48.74687805,48.32858537,47.85056098,47.32878049,46.78217073,46.22717073,45.6742439,45.14080488,44.6497561,44.22946341,43.91429268,43.73358537,43.69631707,43.8054878,44.05763415,44.44282927,44.94321951,45.52646341,46.16317073,46.83492683,47.53270732,48.25697561,49.01214634,49.79565854,50.59104878,51.37785366
Canada,CAN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.47853659,75.6804878,76.03634146,76.31756098,76.30341463,76.44,76.7395122,76.80926829,77.06560976,77.37707317,77.55341463,77.32073171,77.68512195,77.86195122,77.97756098,78.2304878,78.4804878,78.66243902,78.88292683,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.29268293,80.54390244,80.69512195,80.94634146,81.19756098,81.44878049,81.5835122,81.77204878,81.95304878,82.12902439
Central Europe and the Baltics,CEB,67.821395,68.26204417,68.006775,68.69586971,69.05227637,69.27682155,69.52700823,69.27273545,69.53605835,69.2757977,69.4469708,69.48512898,69.92536773,70.06769668,70.30587387,70.17440548,70.31914111,70.24224081,70.147839,70.23935481,69.89021292,70.37146956,70.45513367,70.38961098,70.34901758,70.31275699,70.56492213,70.61176532,70.86171837,70.73196965,70.65636732,70.57260774,70.73234787,70.84622957,70.86952676,71.02589323,71.33546524,71.51758933,71.89811827,72.18473465,72.71969035,73.09799286,73.24431357,73.38382869,73.73940392,73.84004668,74.09472478,74.25238333,74.57753902,74.9318257,75.29534873,75.88847488,75.9934886,76.35516299,76.68547642,77.0269071
Switzerland,CHE,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,83.19756098
Channel Islands,CHI,70.63978049,70.73441463,70.83009756,70.93331707,71.04758537,71.17192683,71.29934146,71.42185366,71.53597561,71.64070732,71.73904878,71.836,71.93804878,72.05017073,72.17736585,72.32460976,72.49390244,72.6852439,72.89312195,73.11602439,73.34495122,73.57392683,73.79592683,74.00646341,74.20653659,74.39812195,74.58773171,74.78182927,74.98546341,75.19858537,75.4182439,75.63692683,75.84968293,76.053,76.24739024,76.43685366,76.62787805,76.827,77.03965854,77.26834146,77.514,77.77663415,78.05168293,78.33317073,78.61609756,78.894,79.16192683,79.41541463,79.6524878,79.87114634,80.07134146,80.25302439,80.42212195,80.58112195,80.735,80.88526829
Chile,CHL,57.2635122,57.65941463,58.07302439,58.50780488,58.9652439,59.44982927,59.96102439,60.50029268,61.06412195,61.65246341,62.26382927,62.89919512,63.55453659,64.22592683,64.90731707,65.59573171,66.28863415,66.98207317,67.67004878,68.34309756,68.98980488,69.60021951,70.16890244,70.69585366,71.17904878,71.62346341,72.03604878,72.42770732,72.80734146,73.17790244,73.54378049,73.90346341,74.25341463,74.59065854,74.91473171,75.22765854,75.5314878,75.82529268,76.11014634,76.38509756,76.64470732,76.88702439,77.10802439,77.30768293,77.487,77.64743902,77.79095122,77.923,78.05002439,78.1765122,78.30892683,78.4527561,78.60953659,78.78026829,78.9644878,79.16068293
China,CHN,43.77836585,44.09870732,44.82421951,46.0057561,47.61746341,49.56673171,51.70614634,53.84980488,55.83956098,57.594,59.071,60.2852439,61.32365854,62.25831707,63.1094878,63.89004878,64.60646341,65.25443902,65.83612195,66.35858537,66.82695122,67.24280488,67.60821951,67.92673171,68.20636585,68.45107317,68.66480488,68.85092683,69.01641463,69.17126829,69.3214878,69.47307317,69.62912195,69.79821951,69.98695122,70.21046341,70.48139024,70.80026829,71.16407317,71.5662439,71.99558537,72.43690244,72.873,73.28773171,73.67207317,74.01756098,74.32282927,74.59407317,74.83992683,75.06343902,75.26609756,75.45382927,75.62804878,75.79517073,75.95719512,76.11709756
Cote d'Ivoire,CIV,36.87241463,37.56307317,38.23382927,38.88017073,39.50509756,40.12441463,40.76192683,41.43695122,42.161,42.93209756,43.74343902,44.57982927,45.41602439,46.23121951,47.00946341,47.74221951,48.42487805,49.06165854,49.65590244,50.20404878,50.70907317,51.1744878,51.60290244,51.98839024,52.3224878,52.59412195,52.79168293,52.90417073,52.91819512,52.82743902,52.60692683,52.23273171,51.71160976,51.0675122,50.33609756,49.56065854,48.7902439,48.07504878,47.46402439,46.99256098,46.69743902,46.59731707,46.67253659,46.8942439,47.24458537,47.69641463,48.21882927,48.78029268,49.35146341,49.91136585,50.45070732,50.97234146,51.49017073,52.01604878,52.54707317,53.0782439
Cameroon,CMR,41.5237561,41.96534146,42.40595122,42.84356098,43.27865854,43.71517073,44.1585122,44.61363415,45.08456098,45.57178049,46.07690244,46.6,47.13570732,47.67758537,48.21965854,48.75592683,49.28385366,49.79782927,50.29080488,50.75426829,51.18368293,51.5765122,51.93031707,52.23860976,52.49046341,52.66943902,52.75858537,52.753,52.65265854,52.46360976,52.18385366,51.81087805,51.36763415,50.88802439,50.41192683,49.99326829,49.68539024,49.51921951,49.51373171,49.67490244,49.99973171,50.46782927,51.0317561,51.64409756,52.27387805,52.889,53.46787805,54.00790244,54.51063415,54.97263415,55.40114634,55.80892683,56.21768293,56.64197561,57.08780488,57.5575122
"Congo, Dem. Rep.",COD,41.01804878,41.23353659,41.4515122,41.678,41.918,42.1804878,42.4724878,42.79197561,43.13346341,43.48895122,43.84292683,44.17690244,44.47639024,44.73736585,44.96036585,45.15685366,45.34536585,45.54536585,45.77087805,46.02487805,46.30287805,46.59287805,46.88036585,47.15234146,47.40731707,47.6527561,47.90370732,48.17014634,48.45158537,48.73702439,48.99297561,49.17492683,49.26141463,49.25341463,49.17241463,49.06592683,48.99695122,49.02446341,49.19243902,49.51741463,50.00287805,50.62934146,51.34680488,52.10678049,52.87926829,53.63729268,54.36334146,55.05392683,55.70602439,56.31260976,56.87017073,57.38117073,57.85807317,58.31239024,58.74860976,59.17321951
"Congo, Rep.",COG,48.58112195,49.23004878,49.84395122,50.41885366,50.95229268,51.44136585,51.88865854,52.29821951,52.67658537,53.02870732,53.35856098,53.67002439,53.966,54.24941463,54.52319512,54.79482927,55.06734146,55.34180488,55.61273171,55.87463415,56.1225122,56.35034146,56.54807317,56.70573171,56.81085366,56.85295122,56.82156098,56.7132439,56.53004878,56.27253659,55.93231707,55.49946341,54.9865122,54.41741463,53.82207317,53.22690244,52.65726829,52.14402439,51.72902439,51.45314634,51.37734146,51.55653659,51.99678049,52.68217073,53.58673171,54.6655122,55.86007317,57.09446341,58.30080488,59.43214634,60.45260976,61.3502439,62.14907317,62.87009756,63.51531707,64.09073171
Colombia,COL,56.7167561,57.24773171,57.73921951,58.2007561,58.64126829,59.06217073,59.46334146,59.84021951,60.19578049,60.53704878,60.87319512,61.21139024,61.56078049,61.92839024,62.32160976,62.75214634,63.23212195,63.75826829,64.31897561,64.90034146,65.47817073,66.02492683,66.52007317,66.94741463,67.29953659,67.57429268,67.77680488,67.92919512,68.05473171,68.17097561,68.29719512,68.45131707,68.64021951,68.86563415,69.12958537,69.42692683,69.74836585,70.075,70.39495122,70.70056098,70.98870732,71.26039024,71.52173171,71.77690244,72.02495122,72.26443902,72.49243902,72.70753659,72.91021951,73.1015122,73.28290244,73.45836585,73.63078049,73.80365854,73.97895122,74.15619512
Comoros,COM,41.44243902,41.83953659,42.2377561,42.635,43.03270732,43.43426829,43.84560976,44.27119512,44.71204878,45.16821951,45.63178049,46.09336585,46.54758537,46.99153659,47.43073171,47.87570732,48.34292683,48.84529268,49.38919512,49.97412195,50.596,51.24434146,51.90312195,52.55736585,53.19756098,53.81919512,54.42229268,55.00936585,55.58092683,56.1305122,56.65360976,57.14521951,57.59934146,58.01346341,58.38258537,58.69717073,58.94717073,59.13558537,59.27092683,59.36568293,59.43890244,59.51014634,59.59892683,59.72080488,59.8887561,60.11078049,60.39182927,60.71936585,61.07934146,61.4602439,61.84707317,62.22480488,62.58146341,62.90907317,63.20214634,63.46068293
Cabo Verde,CPV,48.85641463,49.04797561,49.3225122,49.6905122,50.152,50.68697561,51.26292683,51.84736585,52.42231707,52.98873171,53.57817073,54.23807317,55.0004878,55.87387805,56.83729268,57.8422439,58.8232439,59.71785366,60.48004878,61.09582927,61.57019512,61.93014634,62.23163415,62.51863415,62.81363415,63.12512195,63.45160976,63.77909756,64.09958537,64.41758537,64.73658537,65.06160976,65.39814634,65.75468293,66.13821951,66.5687561,67.06726829,67.63473171,68.25914634,68.918,69.57380488,70.18004878,70.6987561,71.10792683,71.39853659,71.57558537,71.66004878,71.69141463,71.70668293,71.72839024,71.77453659,71.85417073,71.96282927,72.09653659,72.25431707,72.43517073
Costa Rica,CRI,60.57619512,61.28856098,61.98378049,62.6497561,63.2794878,63.86892683,64.42058537,64.94602439,65.45631707,65.9594878,66.46260976,66.97170732,67.48931707,68.01746341,68.55917073,69.11941463,69.70319512,70.306,70.91931707,71.53219512,72.13019512,72.69790244,73.22334146,73.69707317,74.11460976,74.47343902,74.77604878,75.03539024,75.26287805,75.4684878,75.65868293,75.84192683,76.02021951,76.19753659,76.37634146,76.55860976,76.74180488,76.92241463,77.09692683,77.26436585,77.42268293,77.57087805,77.70946341,77.84046341,77.96536585,78.08665854,78.20682927,78.32885366,78.45529268,78.58919512,78.73263415,78.88773171,79.0545122,79.23156098,79.41685366,79.60890244
Caribbean small states,CSS,62.31391112,62.81041207,63.26690918,63.67989749,64.05037324,64.38004677,64.67348861,64.94080884,65.19297874,65.43850928,65.68501669,65.93870798,66.2004456,66.46866457,66.74300821,67.02158255,67.30163038,67.5780533,67.84579722,68.10194709,68.34167584,68.5598691,68.7534296,68.92224754,69.06351553,69.17908514,69.27328455,69.36010366,69.4217325,69.48598996,69.54564377,69.59994429,69.68632934,69.69160508,69.73590347,69.78507577,69.84222589,69.97797487,69.99144565,70.08838497,70.20481065,70.34451498,70.57733424,70.69096869,70.89277722,71.10984222,71.33804014,71.57113456,71.80228804,72.02570117,72.23522802,72.42698876,72.60250775,72.76324049,72.91101405,73.04810113
Cuba,CUB,63.90465854,64.51643902,65.13821951,65.76802439,66.40180488,67.03156098,67.6492439,68.24785366,68.82087805,69.36580488,69.88309756,70.37829268,70.85639024,71.32095122,71.7694878,72.19760976,72.59885366,72.96626829,73.29582927,73.58453659,73.8317561,74.03636585,74.20326829,74.33939024,74.4477561,74.52892683,74.58153659,74.60770732,74.61804878,74.62309756,74.64380488,74.70056098,74.80329268,74.95892683,75.16397561,75.409,75.67563415,75.94197561,76.19307317,76.42587805,76.64480488,76.86521951,77.10246341,77.36395122,77.64468293,77.93214634,78.20595122,78.44970732,78.65153659,78.8115122,78.93665854,79.04053659,79.14212195,79.25634146,79.38970732,79.54370732
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,,,77.82439024,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,69.59392683,69.92782927,70.2512439,70.56468293,70.86912195,71.16507317,71.45253659,71.731,72.0024878,72.26597561,72.52297561,72.77297561,73.01697561,73.25446341,73.48546341,73.71043902,73.93041463,74.14487805,74.35385366,74.55782927,74.75680488,74.95129268,75.1407561,75.3252439,75.50621951,75.68270732,75.85617073,76.02512195,76.19107317,76.35402439,76.51395122,76.67139024,76.82631707,76.97826829,77.12770732,77.27465854,77.41909756,77.56102439,77.70092683,77.83780488,77.97168293,78.10056098,78.22395122,78.34534146,78.4657561,78.59012195,78.72336585,78.8695122,79.02904878,79.202,79.38495122,79.57302439,79.76178049,79.94478049,80.12204878,80.29104878
Czech Republic,CZE,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,79.47317073
Germany,DEU,69.31002439,69.508,69.69153659,69.85960976,70.01370732,70.15182927,70.27141463,70.374,70.46509756,70.55068293,70.63978049,70.74287805,70.867,71.01668293,71.19541463,71.40173171,71.63414634,71.88368293,72.14329268,72.40853659,72.67790244,72.95039024,73.227,73.50519512,73.78292683,74.05463415,74.31373171,74.55968293,74.7924878,75.01314634,75.2277561,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,81.0902439
Djibouti,DJI,44.02126829,44.45134146,44.87443902,45.29104878,45.70863415,46.14714634,46.6335122,47.18165854,47.79163415,48.45292683,49.13609756,49.8017561,50.4154878,50.95485366,51.41390244,51.80360976,52.14997561,52.48690244,52.83987805,53.21736585,53.61734146,54.02885366,54.43241463,54.811,55.15863415,55.47273171,55.75673171,56.01665854,56.25592683,56.47360976,56.66317073,56.81614634,56.92958537,57.00358537,57.04365854,57.05341463,57.03841463,57.01119512,56.98773171,56.98146341,57.01034146,57.0882439,57.22056098,57.41121951,57.66363415,57.98429268,58.37768293,58.83187805,59.32841463,59.84885366,60.36673171,60.85458537,61.29546341,61.67736585,61.99431707,62.24982927
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,71.46341463,,,,,71.96341463,,,,,73.95121951,,,,,75.95121951,,,,,76.59756098,,,,,,,,,,,,,
Denmark,DNK,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,81.1
Dominican Republic,DOM,51.84526829,52.5782439,53.2992439,54.00678049,54.70031707,55.37882927,56.04426829,56.69509756,57.33034146,57.9465122,58.53968293,59.10490244,59.63926829,60.14326829,60.61692683,61.06219512,61.48104878,61.87890244,62.26514634,62.64726829,63.03568293,63.43936585,63.86282927,64.30807317,64.77763415,65.27253659,65.79578049,66.33892683,66.88856098,67.43270732,67.95041463,68.42221951,68.83712195,69.19063415,69.48326829,69.7205122,69.91634146,70.09173171,70.26365854,70.44214634,70.63373171,70.83892683,71.05180488,71.26682927,71.48353659,71.70039024,71.91582927,72.12885366,72.33836585,72.54439024,72.74487805,72.94134146,73.13529268,73.3272439,73.51619512,73.70368293
Algeria,DZA,46.13512195,46.59031707,47.045,47.49619512,47.94190244,48.37609756,48.79080488,49.1875122,49.57270732,49.95590244,50.34363415,50.74392683,51.17180488,51.64570732,52.18807317,52.8362439,53.6305122,54.57826829,55.66753659,56.87487805,58.16402439,59.4867561,60.78634146,62.00895122,63.11712195,64.0737561,64.85719512,65.48714634,65.98943902,66.38204878,66.69302439,66.955,67.20065854,67.46060976,67.75536585,68.09836585,68.49102439,68.91470732,69.35731707,69.81429268,70.28568293,70.77202439,71.27039024,71.77431707,72.27582927,72.76141463,73.21956098,73.64270732,74.02531707,74.36785366,74.66978049,74.93756098,75.18119512,75.41217073,75.63502439,75.85529268
East Asia & Pacific (excluding high income),EAP,45.79142241,46.23054954,46.94102483,47.96071583,49.29708631,50.8745795,52.57702614,54.27004836,55.83431564,57.21255687,58.37877212,59.34961083,60.19343524,60.96961044,61.69630577,62.38529831,63.04245387,63.65948687,64.23179398,64.75742378,65.23456131,65.66478005,66.05420349,66.40503908,66.72265175,67.01127597,67.27344326,67.51078248,67.72661479,67.92710928,68.11578977,68.29662015,68.4725263,68.65180253,68.84120727,69.05324829,69.29920442,69.58074132,69.89600888,70.24031714,70.60518589,70.9794859,71.34890817,71.70133477,72.03046105,72.33093737,72.60227707,72.84951298,73.0791793,73.29302018,73.49142801,73.67786798,73.85301007,74.02096864,74.18315026,74.34183078
Early-demographic dividend,EAR,45.20893539,45.87690621,46.48536385,47.03341624,47.63546317,48.23058869,48.86780753,49.43210438,49.97815463,50.50989386,51.03330912,51.55660496,52.08328491,52.62355573,53.1715722,53.72577232,54.28120514,54.82424089,55.34911824,55.84862155,56.3208174,56.76815751,57.1989915,57.62414784,58.0476299,58.47261889,58.8980971,59.32492653,59.74766665,60.17479017,60.60637794,61.03442227,61.46235919,61.89042382,62.31003431,62.71538435,63.10402764,63.47222181,63.82330163,64.1605838,64.48632873,64.80645448,65.12485909,65.4486726,65.78092766,66.12373922,66.48080127,66.84743896,67.22026197,67.59412376,67.96134773,68.31537718,68.6518555,68.96753962,69.25956118,69.52779013
East Asia & Pacific,EAS,48.50726334,49.03312009,49.69890205,50.66936459,51.86160069,53.22666389,54.75638521,56.24142335,57.61301566,58.85006212,59.89738412,60.81505775,61.60786558,62.30317557,63.00067569,63.66998946,64.27816325,64.85845826,65.38141538,65.87131412,66.28406753,66.69938511,67.08773103,67.40482835,67.73332347,68.02174848,68.29414064,68.54422252,68.73354822,68.94763202,69.12473569,69.31499036,69.47818442,69.65718925,69.85754964,70.03843242,70.31463412,70.59491886,70.88988671,71.21479122,71.58823191,71.9586512,72.3114633,72.64714063,72.97226476,73.24534325,73.52981308,73.77415388,73.9964901,74.22364835,74.40240092,74.56343354,74.75706322,74.93611876,75.10255302,75.25604166
Europe & Central Asia (excluding high income),ECA,63.40092718,63.91764602,64.30948525,64.67206529,64.96867205,65.19249753,65.36155446,65.48041497,65.62389288,65.71050394,65.95408157,66.15753044,66.20274655,66.31274393,66.41760473,66.24856363,66.23612385,66.24645356,66.30955509,66.25109664,66.371389,66.58614281,66.91746789,67.03311645,67.02721101,67.44040242,68.19542998,68.3655404,68.439801,68.39974114,68.28254058,68.04072926,67.39843073,66.55607951,66.31737217,66.37251874,66.86327282,67.46454968,67.79277136,67.65326145,67.70962707,67.89474142,67.91869714,68.04772231,68.37862056,68.51023381,69.13089943,69.63226537,69.9237441,70.5178809,70.81947315,71.38026786,71.70260198,72.09297156,72.29512938,72.46689195
Europe & Central Asia,ECS,67.03190806,67.39443044,67.4865921,67.7544795,68.14980743,68.29945539,68.50787797,68.63021625,68.69892196,68.70431314,68.98144705,69.11780646,69.32189949,69.41708704,69.62081909,69.59553272,69.69645499,69.86911375,69.95874531,70.07804932,70.18254458,70.44788466,70.7390572,70.80858218,70.95897425,71.17163925,71.65686593,71.87418713,72.00247445,72.06604191,72.07005811,71.98034663,71.91104473,71.59384533,71.66236491,71.76142325,72.14795516,72.55454967,72.86176742,72.9114291,73.06551171,73.34110523,73.42830099,73.53952199,73.97261847,74.13432567,74.62863946,74.98461502,75.24121523,75.63329431,75.92165795,76.43333756,76.57856007,76.89108021,77.20707533,77.3948729
Ecuador,ECU,53.215,53.82029268,54.38753659,54.91019512,55.38729268,55.82082927,56.21934146,56.59982927,56.97731707,57.3637561,57.77012195,58.20439024,58.6664878,59.15541463,59.67219512,60.21285366,60.77346341,61.34656098,61.92519512,62.50690244,63.09219512,63.68404878,64.28543902,64.89631707,65.51219512,66.12753659,66.73731707,67.33404878,67.91321951,68.46834146,68.99536585,69.49326829,69.96358537,70.40882927,70.82904878,71.22682927,71.60473171,71.96431707,72.30814634,72.6352439,72.94417073,73.23043902,73.492,73.72780488,73.94231707,74.13846341,74.32073171,74.49656098,74.67039024,74.84868293,75.03339024,75.2294878,75.43297561,75.64339024,75.85973171,76.0815122
"Egypt, Arab Rep.",EGY,48.01370732,48.58158537,49.1065122,49.60195122,50.07539024,50.52039024,50.9204878,51.2682439,51.56868293,51.84178049,52.1224878,52.4552439,52.86995122,53.38358537,53.99660976,54.6935122,55.44182927,56.20012195,56.93643902,57.63931707,58.31326829,58.97685366,59.65307317,60.35390244,61.07236585,61.78643902,62.46658537,63.08880488,63.64004878,64.12080488,64.54958537,64.95585366,65.37014634,65.81095122,66.27880488,66.76068293,67.23209756,67.66407317,68.03609756,68.34368293,68.58831707,68.78302439,68.94826829,69.10407317,69.26041463,69.42434146,69.59834146,69.77943902,69.96309756,70.15078049,70.34141463,70.53490244,70.72819512,70.9202439,71.10956098,71.29565854
Euro area,EMU,69.27443172,69.64522119,69.60384255,69.77348602,70.23344249,70.31972801,70.59662222,70.73679573,70.78703304,70.79380626,71.15819909,71.26616306,71.60569853,71.7009337,72.02675971,72.17018349,72.43568836,72.79099654,73.01212044,73.33531204,73.52954874,73.81226838,74.15513504,74.22964735,74.5877958,74.75747874,75.05683728,75.34799303,75.53559952,75.76143111,75.91135472,76.0249673,76.37998653,76.48663006,76.79491752,76.95558286,77.21810915,77.58125395,77.79683219,78.02088693,78.2747802,78.5969981,78.68434716,78.70705859,79.27857754,79.4261586,79.85600402,80.09975244,80.3027801,80.50339184,80.74663191,81.23265042,81.22695026,81.51281991,81.9348744,82.07022116
Eritrea,ERI,38.40421951,39.06070732,39.67934146,40.24558537,40.75446341,41.20785366,41.61765854,42.00329268,42.38221951,42.76195122,43.14709756,43.53678049,43.92612195,44.30821951,44.68260976,45.0457561,45.39604878,45.73139024,46.05119512,46.35692683,46.64714634,46.92095122,47.18190244,47.43502439,47.68821951,47.94834146,48.22114634,48.513,48.83136585,49.18426829,49.58192683,50.03409756,50.54056098,51.09497561,51.68982927,52.308,52.92919512,53.53763415,54.12665854,54.69726829,55.26504878,55.85673171,56.49309756,57.18478049,57.92485366,58.69778049,59.47592683,60.23012195,60.93770732,61.58712195,62.17585366,62.71192683,63.21292683,63.69490244,64.16339024,64.62439024
Spain,ESP,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,83.3804878
Estonia,EST,67.90290244,68.36080488,68.74102439,69.05356098,69.30992683,69.51763415,69.68119512,69.80212195,69.88292683,69.92809756,69.93709756,69.90534146,69.83282927,69.72458537,69.59021951,69.44131707,69.29002439,69.14695122,69.02626829,68.93858537,68.90563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.13170732
Ethiopia,ETH,38.40570732,39.06863415,39.69865854,40.27780488,40.79756098,41.25546341,41.65597561,42.01504878,42.34417073,42.64929268,42.93441463,43.2034878,43.45502439,43.68353659,43.88402439,44.03402439,44.10607317,44.09368293,44.00736585,43.87260976,43.73990244,43.66965854,43.70787805,43.8814878,44.196,44.62990244,45.14368293,45.67841463,46.19212195,46.66631707,47.09956098,47.50536585,47.9132439,48.34721951,48.81278049,49.3045122,49.80943902,50.31856098,50.83178049,51.36058537,51.93382927,52.58590244,53.33868293,54.19963415,55.16121951,56.20892683,57.31882927,58.45002439,59.56112195,60.62219512,61.60185366,62.47663415,63.24858537,63.92417073,64.50690244,65.00829268
European Union,EUU,69.28001103,69.58992525,69.51523472,69.75998878,70.22675171,70.33756939,70.56807979,70.67799709,70.72413968,70.67961123,70.9987369,71.10690889,71.41506951,71.53536139,71.82612302,71.92200316,72.126573,72.41030231,72.52527743,72.76932014,72.864058,73.20324436,73.4647457,73.52789452,73.80297659,73.8772265,74.145246,74.38837975,74.57808029,74.74395043,74.86874481,74.96888851,75.28795006,75.39463683,75.69062967,75.81526525,76.06731014,76.36092239,76.59578319,76.82523695,77.15861119,77.4931243,77.60584482,77.69345183,78.19296345,78.36481648,78.73895726,78.96821226,79.1830529,79.44111941,79.72474962,80.23976651,80.25109831,80.53255827,80.92222407,81.1263925
Fragile and conflict affected situations,FCS,40.6471208,41.16525888,41.70494577,42.27178073,42.8652681,43.47905478,44.10172967,44.71805393,45.31579227,45.88941314,46.43722956,46.96317834,47.47360936,47.9708885,48.45191706,48.91192495,49.34412196,49.74749949,50.12784717,50.49469058,50.85947069,51.34010681,51.7233543,52.1161274,52.51358476,52.90574806,53.28271743,53.63741662,53.95070628,54.22792847,54.56766767,54.76914991,54.93995465,55.09191155,55.23413005,55.37533534,55.5239572,55.68644914,55.8612383,56.05042408,56.29497812,56.57882164,56.90567768,57.27242531,57.67298618,58.09931901,58.54249191,58.98984074,59.42891472,59.85070682,60.25124564,60.63189366,61.00012177,61.35995106,61.71015899,62.04935535
